NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
46;1;1;2:49.958;0;;59.648;0;59.014;0;51.296;0;138.0;2:49.958;08:57:49.958;0:59.648;0:59.014;0:51.296;210.1;Lucas Weisenberg;0:00:14.582;Am;;Lucas Racing;Toyota Gazoo Racing;GF;59.648;59.014;51.296;32.400;32.400;27.248;59.648;29.375;1:29.023;29.639;1:58.662;27.088;2:25.750;24.208;2:49.958;
46;1;2;2:32.010;2;;44.177;0;57.792;2;50.041;2;154.3;5:21.968;09:00:21.968;0:44.177;0:57.792;0:50.041;216.0;Lucas Weisenberg;;Am;;Lucas Racing;Toyota Gazoo Racing;GF;44.177;57.792;50.041;18.620;18.620;25.557;44.177;28.488;1:12.665;29.304;1:41.969;26.655;2:08.624;23.386;2:32.010;
47;1;1;2:54.057;0;;1:02.976;0;1:00.287;0;50.794;0;134.7;2:54.057;08:57:54.057;1:02.976;1:00.287;0:50.794;212.2;Parker DeLong;0:00:18.867;Am;;TechSport;Toyota Gazoo Racing;GF;62.976;60.287;50.794;36.337;36.337;26.639;1:02.976;29.860;1:32.836;30.427;2:03.263;27.082;2:30.345;23.712;2:54.057;
47;1;2;2:32.497;0;;44.375;0;57.653;0;50.469;0;153.8;5:26.554;09:00:26.554;0:44.375;0:57.653;0:50.469;218.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;44.375;57.653;50.469;18.528;18.528;25.847;44.375;28.346;1:12.721;29.307;1:42.028;26.742;2:08.770;23.727;2:32.497;
47;1;3;2:31.025;0;;43.795;0;57.579;0;49.651;2;155.3;7:57.579;09:02:57.579;0:43.795;0:57.579;0:49.651;217.3;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;43.795;57.579;49.651;18.396;18.396;25.399;43.795;28.454;1:12.249;29.125;1:41.374;26.411;2:07.785;23.240;2:31.025;
47;1;4;2:30.396;2;;43.375;3;57.313;2;49.708;0;155.9;10:27.975;09:05:27.975;0:43.375;0:57.313;0:49.708;216.0;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;43.375;57.313;49.708;18.046;18.046;25.329;43.375;28.245;1:11.620;29.068;1:40.688;26.404;2:07.092;23.304;2:30.396;
47;1;5;2:34.132;0;;46.256;0;57.926;0;49.950;0;152.2;13:02.107;09:08:02.107;0:46.256;0:57.926;0:49.950;218.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;GF;46.256;57.926;49.950;18.960;18.960;27.296;46.256;28.527;1:14.783;29.399;1:44.182;26.397;2:10.579;23.553;2:34.132;
47;1;6;3:00.641;0;B;45.869;0;59.839;0;1:14.933;0;129.8;16:02.748;09:11:02.748;0:45.869;0:59.839;1:14.933;218.2;Parker DeLong;;Am;;TechSport;Toyota Gazoo Racing;FF;45.869;59.839;74.933;19.214;19.214;26.655;45.869;30.534;1:16.403;29.305;1:45.708;26.653;2:12.361;48.280;3:00.641;
5;1;1;3:38.417;0;B;1:03.889;0;1:07.163;0;1:27.365;0;107.4;3:38.417;08:58:38.417;1:03.889;1:07.163;1:27.365;213.0;Beltre Curtis;0:00:12.691;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;63.889;67.163;87.365;31.205;31.205;32.684;1:03.889;32.228;1:36.117;34.935;2:11.052;31.544;2:42.596;55.821;3:38.417;
5;1;2;5:50.391;0;;3:59.682;0;59.424;0;51.285;0;66.9;9:28.808;09:04:28.808;3:59.682;0:59.424;0:51.285;208.1;Beltre Curtis;0:03:41.066;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;239.682;59.424;51.285;3:33.217;3:33.217;26.465;3:59.682;29.450;4:29.132;29.974;4:59.106;27.285;5:26.391;24.000;5:50.391;
5;1;3;2:33.379;0;;44.556;0;57.954;2;50.869;0;152.9;12:02.187;09:07:02.187;0:44.556;0:57.954;0:50.869;210.1;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.556;57.954;50.869;18.812;18.812;25.744;44.556;28.302;1:12.858;29.652;1:42.510;26.930;2:09.440;23.939;2:33.379;
5;1;4;2:33.277;0;;44.259;2;58.079;0;50.939;0;153.0;14:35.464;09:09:35.464;0:44.259;0:58.079;0:50.939;212.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.259;58.079;50.939;18.686;18.686;25.573;44.259;28.464;1:12.723;29.615;1:42.338;27.045;2:09.383;23.894;2:33.277;
5;1;5;2:33.255;2;;44.494;0;57.991;0;50.770;2;153.0;17:08.719;09:12:08.719;0:44.494;0:57.991;0:50.770;212.2;Beltre Curtis;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;44.494;57.991;50.770;18.625;18.625;25.869;44.494;28.336;1:12.830;29.655;1:42.485;26.846;2:09.331;23.924;2:33.255;
51;1;1;2:53.463;0;;1:00.461;0;1:00.817;0;52.185;0;135.2;2:53.463;08:57:53.463;1:00.461;1:00.817;0:52.185;214.3;Massimo Sunseri;0:00:09.197;Am;;BSI Racing;Toyota Gazoo Racing;GF;60.461;60.817;52.185;26.892;26.892;33.569;1:00.461;30.669;1:31.130;30.148;2:01.278;27.085;2:28.363;25.100;2:53.463;
51;1;2;2:33.309;0;;44.122;0;57.927;0;51.260;0;153.0;5:26.772;09:00:26.772;0:44.122;0:57.927;0:51.260;211.4;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.122;57.927;51.260;18.483;18.483;25.639;44.122;28.682;1:12.804;29.245;1:42.049;27.631;2:09.680;23.629;2:33.309;
51;1;3;2:33.460;0;;44.547;0;58.297;0;50.616;0;152.8;8:00.232;09:03:00.232;0:44.547;0:58.297;0:50.616;217.3;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.547;58.297;50.616;18.504;18.504;26.043;44.547;28.780;1:13.327;29.517;1:42.844;26.895;2:09.739;23.721;2:33.460;
51;1;4;2:32.946;0;;44.072;0;58.096;0;50.778;0;153.3;10:33.178;09:05:33.178;0:44.072;0:58.096;0:50.778;216.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;44.072;58.096;50.778;18.486;18.486;25.586;44.072;28.617;1:12.689;29.479;1:42.168;26.967;2:09.135;23.811;2:32.946;
51;1;5;2:32.081;2;;43.850;2;57.914;2;50.317;2;154.2;13:05.259;09:08:05.259;0:43.850;0:57.914;0:50.317;216.0;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;GF;43.850;57.914;50.317;18.369;18.369;25.481;43.850;28.461;1:12.311;29.453;1:41.764;26.710;2:08.474;23.607;2:32.081;
51;1;6;2:33.880;0;;43.931;0;59.199;0;50.750;0;152.4;15:39.139;09:10:39.139;0:43.931;0:59.199;0:50.750;214.3;Massimo Sunseri;;Am;;BSI Racing;Toyota Gazoo Racing;FF;43.931;59.199;50.750;18.477;18.477;25.454;43.931;29.601;1:13.532;29.598;1:43.130;26.988;2:10.118;23.762;2:33.880;
55;1;1;2:59.214;0;;1:06.487;0;1:00.842;0;51.885;0;130.9;2:59.214;08:57:59.214;1:06.487;1:00.842;0:51.885;206.1;Spike Kohlbecker;0:00:22.587;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;66.487;60.842;51.885;39.870;39.870;26.617;1:06.487;30.210;1:36.697;30.632;2:07.329;27.578;2:34.907;24.307;2:59.214;
55;1;2;2:31.097;0;;43.897;0;57.377;0;49.823;0;155.2;5:30.311;09:00:30.311;0:43.897;0:57.377;0:49.823;218.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.897;57.377;49.823;18.460;18.460;25.437;43.897;28.131;1:12.028;29.246;1:41.274;26.546;2:07.820;23.277;2:31.097;
55;1;3;2:36.399;0;;43.659;2;58.259;0;54.481;0;150.0;8:06.710;09:03:06.710;0:43.659;0:58.259;0:54.481;213.0;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.659;58.259;54.481;18.271;18.271;25.388;43.659;28.032;1:11.691;30.227;1:41.918;28.722;2:10.640;25.759;2:36.399;
55;1;4;2:30.783;0;;43.712;0;57.325;0;49.746;2;155.5;10:37.493;09:05:37.493;0:43.712;0:57.325;0:49.746;218.2;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.712;57.325;49.746;18.325;18.325;25.387;43.712;28.191;1:11.903;29.134;1:41.037;26.411;2:07.448;23.335;2:30.783;
55;1;5;2:30.775;2;;43.733;0;57.164;2;49.878;0;155.5;13:08.268;09:08:08.268;0:43.733;0:57.164;0:49.878;217.3;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.733;57.164;49.878;18.406;18.406;25.327;43.733;27.935;1:11.668;29.229;1:40.897;26.464;2:07.361;23.414;2:30.775;
55;1;6;2:57.579;0;B;43.715;0;58.007;0;1:15.857;0;132.1;16:05.847;09:11:05.847;0:43.715;0:58.007;1:15.857;213.0;Spike Kohlbecker;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;43.715;58.007;75.857;18.334;18.334;25.381;43.715;28.275;1:11.990;29.732;1:41.722;27.593;2:09.315;48.264;2:57.579;
57;1;1;3:29.153;0;;1:31.365;0;1:03.571;0;54.217;0;112.1;3:29.153;08:58:29.153;1:31.365;1:03.571;0:54.217;202.2;Jeff Curry;0:00:43.078;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;91.365;63.571;54.217;1:03.066;1:03.066;28.299;1:31.365;31.774;2:03.139;31.797;2:34.936;28.932;3:03.868;25.285;3:29.153;
57;1;2;2:40.659;0;;47.037;0;1:01.041;0;52.581;2;146.0;6:09.812;09:01:09.812;0:47.037;1:01.041;0:52.581;205.3;Jeff Curry;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;47.037;61.041;52.581;20.142;20.142;26.895;47.037;30.309;1:17.346;30.732;1:48.078;27.913;2:15.991;24.668;2:40.659;
57;1;3;2:38.886;2;;46.313;0;59.820;2;52.753;0;147.6;8:48.698;09:03:48.698;0:46.313;0:59.820;0:52.753;205.3;Jeff Curry;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;46.313;59.820;52.753;19.887;19.887;26.426;46.313;29.629;1:15.942;30.191;1:46.133;28.164;2:14.297;24.589;2:38.886;
57;1;4;2:39.223;0;;46.257;0;1:00.212;0;52.754;0;147.3;11:27.921;09:06:27.921;0:46.257;1:00.212;0:52.754;205.3;Jeff Curry;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;46.257;60.212;52.754;19.872;19.872;26.385;46.257;29.631;1:15.888;30.581;1:46.469;28.245;2:14.714;24.509;2:39.223;
57;1;5;2:39.708;0;;46.001;2;1:00.426;0;53.281;0;146.8;14:07.629;09:09:07.629;0:46.001;1:00.426;0:53.281;205.3;Jeff Curry;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;46.001;60.426;53.281;19.633;19.633;26.368;46.001;29.770;1:15.771;30.656;1:46.427;28.319;2:14.746;24.962;2:39.708;
57;1;6;3:06.129;0;B;46.235;0;1:00.395;0;1:19.499;0;126.0;17:13.758;09:12:13.758;0:46.235;1:00.395;1:19.499;205.3;Jeff Curry;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FF;46.235;60.395;79.499;19.837;19.837;26.398;46.235;29.782;1:16.017;30.613;1:46.630;29.462;2:16.092;50.037;3:06.129;
58;1;1;2:53.661;0;;1:01.589;0;1:00.878;0;51.194;0;135.0;2:53.661;08:57:53.661;1:01.589;1:00.878;0:51.194;214.3;Jack Murchison;0:00:14.265;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;61.589;60.878;51.194;32.398;32.398;29.191;1:01.589;30.250;1:31.839;30.628;2:02.467;27.101;2:29.568;24.093;2:53.661;
58;1;2;2:32.996;0;;44.151;0;58.121;0;50.724;0;153.3;5:26.657;09:00:26.657;0:44.151;0:58.121;0:50.724;215.1;Jack Murchison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.151;58.121;50.724;18.621;18.621;25.530;44.151;28.505;1:12.656;29.616;1:42.272;26.834;2:09.106;23.890;2:32.996;
58;1;3;2:33.101;0;;44.612;0;57.927;0;50.562;0;153.2;7:59.758;09:02:59.758;0:44.612;0:57.927;0:50.562;216.0;Jack Murchison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.612;57.927;50.562;18.953;18.953;25.659;44.612;28.341;1:12.953;29.586;1:42.539;26.679;2:09.218;23.883;2:33.101;
58;1;4;2:33.078;0;;44.315;0;58.052;0;50.711;0;153.2;10:32.836;09:05:32.836;0:44.315;0:58.052;0:50.711;217.3;Jack Murchison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.315;58.052;50.711;18.551;18.551;25.764;44.315;28.331;1:12.646;29.721;1:42.367;26.758;2:09.125;23.953;2:33.078;
58;1;5;2:32.128;2;;43.888;2;57.880;2;50.360;2;154.2;13:04.964;09:08:04.964;0:43.888;0:57.880;0:50.360;216.0;Jack Murchison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.888;57.880;50.360;18.420;18.420;25.468;43.888;28.447;1:12.335;29.433;1:41.768;26.670;2:08.438;23.690;2:32.128;
58;1;6;2:56.868;0;B;44.076;0;58.530;0;1:14.262;0;132.6;16:01.832;09:11:01.832;0:44.076;0:58.530;1:14.262;216.0;Jack Murchison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;44.076;58.530;74.262;18.504;18.504;25.572;44.076;29.091;1:13.167;29.439;1:42.606;26.619;2:09.225;47.643;2:56.868;
7;1;1;2:51.257;0;;1:00.649;0;59.172;0;51.436;0;136.9;2:51.257;08:57:51.257;1:00.649;0:59.172;0:51.436;212.2;Jaxon Bell;0:00:09.809;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;60.649;59.172;51.436;28.355;28.355;32.294;1:00.649;29.607;1:30.256;29.565;1:59.821;26.962;2:26.783;24.474;2:51.257;
7;1;2;2:31.074;0;;43.985;0;57.360;0;49.729;2;155.2;5:22.331;09:00:22.331;0:43.985;0:57.360;0:49.729;217.3;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.985;57.360;49.729;18.431;18.431;25.554;43.985;28.271;1:12.256;29.089;1:41.345;26.374;2:07.719;23.355;2:31.074;
7;1;3;2:34.791;0;;43.736;0;58.002;0;53.053;0;151.5;7:57.122;09:02:57.122;0:43.736;0:58.002;0:53.053;212.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.736;58.002;53.053;18.370;18.370;25.366;43.736;28.301;1:12.037;29.701;1:41.738;29.606;2:11.344;23.447;2:34.791;
7;1;4;2:30.775;2;;43.682;2;57.137;2;49.956;0;155.5;10:27.897;09:05:27.897;0:43.682;0:57.137;0:49.956;214.3;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.682;57.137;49.956;18.245;18.245;25.437;43.682;28.021;1:11.703;29.116;1:40.819;26.433;2:07.252;23.523;2:30.775;
7;1;5;2:34.609;0;;46.648;0;57.915;0;50.046;0;151.7;13:02.506;09:08:02.506;0:46.648;0:57.915;0:50.046;218.2;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;46.648;57.915;50.046;19.679;19.679;26.969;46.648;28.640;1:15.288;29.275;1:44.563;26.539;2:11.102;23.507;2:34.609;
7;1;6;3:09.992;0;B;46.141;0;1:03.529;0;1:20.322;0;123.4;16:12.498;09:11:12.498;0:46.141;1:03.529;1:20.322;207.3;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;FF;46.141;63.529;80.322;18.657;18.657;27.484;46.141;32.471;1:18.612;31.058;1:49.670;30.494;2:20.164;49.828;3:09.992;
71;1;1;2:57.326;0;;1:05.189;0;1:01.285;0;50.852;0;132.3;2:57.326;08:57:57.326;1:05.189;1:01.285;0:50.852;213.0;Christian Weir;0:00:21.219;Am;;TechSport;Toyota Gazoo Racing;GF;65.189;61.285;50.852;38.594;38.594;26.595;1:05.189;31.028;1:36.217;30.257;2:06.474;27.040;2:33.514;23.812;2:57.326;
71;1;2;2:33.898;0;;44.366;0;58.272;0;51.260;0;152.4;5:31.224;09:00:31.224;0:44.366;0:58.272;0:51.260;216.0;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;44.366;58.272;51.260;18.414;18.414;25.952;44.366;28.797;1:13.163;29.475;1:42.638;27.596;2:10.234;23.664;2:33.898;
71;1;3;2:32.250;0;;44.014;0;57.712;0;50.524;0;154.0;8:03.474;09:03:03.474;0:44.014;0:57.712;0:50.524;215.1;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;44.014;57.712;50.524;18.396;18.396;25.618;44.014;28.239;1:12.253;29.473;1:41.726;26.732;2:08.458;23.792;2:32.250;
71;1;4;2:31.911;0;;44.128;0;57.611;2;50.172;0;154.4;10:35.385;09:05:35.385;0:44.128;0:57.611;0:50.172;217.3;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;44.128;57.611;50.172;18.558;18.558;25.570;44.128;28.334;1:12.462;29.277;1:41.739;26.628;2:08.367;23.544;2:31.911;
71;1;5;2:31.304;2;;43.681;2;57.626;0;49.997;2;155.0;13:06.689;09:08:06.689;0:43.681;0:57.626;0:49.997;219.1;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;43.681;57.626;49.997;18.367;18.367;25.314;43.681;28.263;1:11.944;29.363;1:41.307;26.576;2:07.883;23.421;2:31.304;
71;1;6;2:56.979;0;B;44.006;0;59.035;0;1:13.938;0;132.5;16:03.668;09:11:03.668;0:44.006;0:59.035;1:13.938;215.1;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;FF;44.006;59.035;73.938;18.433;18.433;25.573;44.006;29.362;1:13.368;29.673;1:43.041;26.778;2:09.819;47.160;2:56.979;
72;1;1;2:53.264;0;;1:02.066;0;1:00.178;0;51.020;0;135.4;2:53.264;08:57:53.264;1:02.066;1:00.178;0:51.020;214.3;Ethan Goulart;0:00:18.008;Am;;TechSport;Toyota Gazoo Racing;GF;62.066;60.178;51.020;35.467;35.467;26.599;1:02.066;29.945;1:32.011;30.233;2:02.244;26.752;2:28.996;24.268;2:53.264;
72;1;2;2:31.420;0;;43.841;0;57.864;0;49.715;2;154.9;5:24.684;09:00:24.684;0:43.841;0:57.864;0:49.715;219.1;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;43.841;57.864;49.715;18.373;18.373;25.468;43.841;28.549;1:12.390;29.315;1:41.705;26.444;2:08.149;23.271;2:31.420;
72;1;3;2:30.692;2;;43.553;0;57.345;2;49.794;0;155.6;7:55.376;09:02:55.376;0:43.553;0:57.345;0:49.794;217.3;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;43.553;57.345;49.794;18.166;18.166;25.387;43.553;28.093;1:11.646;29.252;1:40.898;26.356;2:07.254;23.438;2:30.692;
72;1;4;2:37.225;0;;47.313;0;58.668;0;51.244;0;149.2;10:32.601;09:05:32.601;0:47.313;0:58.668;0:51.244;214.3;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;47.313;58.668;51.244;18.252;18.252;29.061;47.313;29.276;1:16.589;29.392;1:45.981;26.900;2:12.881;24.344;2:37.225;
72;1;5;2:31.084;0;;43.551;2;57.626;0;49.907;0;155.2;13:03.685;09:08:03.685;0:43.551;0:57.626;0:49.907;218.2;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;43.551;57.626;49.907;18.332;18.332;25.219;43.551;28.492;1:12.043;29.134;1:41.177;26.437;2:07.614;23.470;2:31.084;
72;1;6;2:52.132;0;B;44.476;0;58.269;0;1:09.387;0;136.2;15:55.817;09:10:55.817;0:44.476;0:58.269;1:09.387;212.2;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;FF;44.476;58.269;69.387;18.691;18.691;25.785;44.476;28.612;1:13.088;29.657;1:42.745;27.106;2:09.851;42.281;2:52.132;
8;1;1;3:27.023;0;;1:29.738;0;1:02.740;0;54.545;0;113.3;3:27.023;08:58:27.023;1:29.738;1:02.740;0:54.545;197.1;Tom Rudnai;0:00:41.586;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;89.738;62.740;54.545;1:01.455;1:01.455;28.283;1:29.738;31.553;2:01.291;31.187;2:32.478;28.951;3:01.429;25.594;3:27.023;
8;1;2;2:39.245;0;;46.336;0;1:00.317;0;52.592;0;147.3;6:06.268;09:01:06.268;0:46.336;1:00.317;0:52.592;202.2;Tom Rudnai;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;46.336;60.317;52.592;19.781;19.781;26.555;46.336;30.111;1:16.447;30.206;1:46.653;27.853;2:14.506;24.739;2:39.245;
8;1;3;2:37.989;0;;45.756;0;59.869;0;52.364;0;148.4;8:44.257;09:03:44.257;0:45.756;0:59.869;0:52.364;203.0;Tom Rudnai;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.756;59.869;52.364;19.437;19.437;26.319;45.756;29.814;1:15.570;30.055;1:45.625;27.695;2:13.320;24.669;2:37.989;
8;1;4;2:37.884;0;;45.678;2;59.845;0;52.361;2;148.5;11:22.141;09:06:22.141;0:45.678;0:59.845;0:52.361;203.0;Tom Rudnai;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.678;59.845;52.361;19.372;19.372;26.306;45.678;29.915;1:15.593;29.930;1:45.523;27.678;2:13.201;24.683;2:37.884;
8;1;5;2:37.834;2;;46.020;0;59.404;2;52.410;0;148.6;13:59.975;09:08:59.975;0:46.020;0:59.404;0:52.410;204.2;Tom Rudnai;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;46.020;59.404;52.410;19.488;19.488;26.532;46.020;29.440;1:15.460;29.964;1:45.424;27.743;2:13.167;24.667;2:37.834;
8;1;6;2:38.535;0;;45.930;0;1:00.079;0;52.526;0;147.9;16:38.510;09:11:38.510;0:45.930;1:00.079;0:52.526;203.0;Tom Rudnai;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FF;45.930;60.079;52.526;19.587;19.587;26.343;45.930;29.898;1:15.828;30.181;1:46.009;27.895;2:13.904;24.631;2:38.535;
80;1;1;3:02.005;0;;1:09.063;0;1:00.846;0;52.096;0;128.9;3:02.005;08:58:02.005;1:09.063;1:00.846;0:52.096;207.3;Paityn Feyen;0:00:25.027;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;69.063;60.846;52.096;42.427;42.427;26.636;1:09.063;30.051;1:39.114;30.795;2:09.909;27.901;2:37.810;24.195;3:02.005;
80;1;2;2:33.649;0;;44.505;0;58.234;0;50.910;0;152.6;5:35.654;09:00:35.654;0:44.505;0:58.234;0:50.910;211.4;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;44.505;58.234;50.910;18.685;18.685;25.820;44.505;28.713;1:13.218;29.521;1:42.739;27.008;2:09.747;23.902;2:33.649;
80;1;3;2:33.435;0;;44.391;0;58.071;0;50.973;0;152.9;8:09.089;09:03:09.089;0:44.391;0:58.071;0:50.973;212.2;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;44.391;58.071;50.973;18.630;18.630;25.761;44.391;28.537;1:12.928;29.534;1:42.462;26.968;2:09.430;24.005;2:33.435;
80;1;4;2:33.461;0;;44.499;0;58.061;0;50.901;2;152.8;10:42.550;09:05:42.550;0:44.499;0:58.061;0:50.901;212.2;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;44.499;58.061;50.901;18.742;18.742;25.757;44.499;28.625;1:13.124;29.436;1:42.560;27.005;2:09.565;23.896;2:33.461;
80;1;5;2:33.072;2;;44.279;2;57.763;2;51.030;0;153.2;13:15.622;09:08:15.622;0:44.279;0:57.763;0:51.030;212.2;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;44.279;57.763;51.030;18.589;18.589;25.690;44.279;28.390;1:12.669;29.373;1:42.042;27.049;2:09.091;23.981;2:33.072;
80;1;6;2:34.518;0;;44.541;0;58.163;0;51.814;0;151.8;15:50.140;09:10:50.140;0:44.541;0:58.163;0:51.814;213.0;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;FF;44.541;58.163;51.814;18.759;18.759;25.782;44.541;28.558;1:13.099;29.605;1:42.704;27.410;2:10.114;24.404;2:34.518;
86;1;1;3:23.340;0;;1:28.510;0;1:02.452;0;52.378;0;115.3;3:23.340;08:58:23.340;1:28.510;1:02.452;0:52.378;201.1;Andrew Gilleland;0:00:40.707;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;88.510;62.452;52.378;1:00.676;1:00.676;27.834;1:28.510;31.286;1:59.796;31.166;2:30.962;28.029;2:58.991;24.349;3:23.340;
86;1;2;2:36.032;0;;45.829;0;58.575;0;51.628;0;150.3;5:59.372;09:00:59.372;0:45.829;0:58.575;0:51.628;206.1;Andrew Gilleland;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.829;58.575;51.628;19.557;19.557;26.272;45.829;28.769;1:14.598;29.806;1:44.404;27.588;2:11.992;24.040;2:36.032;
86;1;3;2:35.642;0;;45.616;0;58.428;2;51.598;0;150.7;8:35.014;09:03:35.014;0:45.616;0:58.428;0:51.598;207.3;Andrew Gilleland;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.616;58.428;51.598;19.425;19.425;26.191;45.616;28.643;1:14.259;29.785;1:44.044;27.377;2:11.421;24.221;2:35.642;
86;1;4;2:35.292;2;;45.394;2;58.444;0;51.454;2;151.0;11:10.306;09:06:10.306;0:45.394;0:58.444;0:51.454;207.3;Andrew Gilleland;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.394;58.444;51.454;19.192;19.192;26.202;45.394;28.468;1:13.862;29.976;1:43.838;27.296;2:11.134;24.158;2:35.292;
86;1;5;3:09.367;0;B;46.402;0;1:03.025;0;1:19.940;0;123.8;14:19.673;09:09:19.673;0:46.402;1:03.025;1:19.940;204.2;Andrew Gilleland;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;46.402;63.025;79.940;19.417;19.417;26.985;46.402;32.069;1:18.471;30.956;1:49.427;27.696;2:17.123;52.244;3:09.367;
