NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
58;1;1;3:35.847;0;;1:35.750;0;1:06.762;0;53.335;0;108.7;3:35.847;08:43:35.847;1:35.750;1:06.762;0:53.335;185.2;Jack Murchison;0:00:46.660;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;95.750;66.762;53.335;1:05.920;1:05.920;29.830;1:35.750;33.207;2:08.957;33.555;2:42.512;29.534;3:12.046;23.801;3:35.847;
58;1;2;2:32.781;2;;44.491;0;58.124;2;50.166;2;153.5;6:08.628;08:46:08.628;0:44.491;0:58.124;0:50.166;214.3;Jack Murchison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.491;58.124;50.166;18.533;18.533;25.958;44.491;28.778;1:13.269;29.346;1:42.615;26.736;2:09.351;23.430;2:32.781;
58;1;3;2:33.970;0;;44.176;2;58.292;0;51.502;0;152.3;8:42.598;08:48:42.598;0:44.176;0:58.292;0:51.502;211.4;Jack Murchison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.176;58.292;51.502;18.303;18.303;25.873;44.176;28.410;1:12.586;29.882;1:42.468;27.763;2:10.231;23.739;2:33.970;
58;1;4;3:22.055;0;B;46.944;0;1:07.886;0;1:27.225;0;116.1;12:04.653;08:52:04.653;0:46.944;1:07.886;1:27.225;210.1;Jack Murchison;;Am;;Copeland Motorsports;Toyota Gazoo Racing;RF;46.944;67.886;87.225;19.760;19.760;27.184;46.944;33.621;1:20.565;34.265;1:54.830;33.103;2:27.933;54.122;3:22.055;
7;1;1;3:09.513;0;;1:05.773;0;1:09.928;0;53.812;0;123.8;3:09.513;08:43:09.513;1:05.773;1:09.928;0:53.812;214.3;Jaxon Bell;0:00:09.656;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;65.773;69.928;53.812;27.595;27.595;38.178;1:05.773;37.181;1:42.954;32.747;2:15.701;27.441;2:43.142;26.371;3:09.513;
7;1;2;2:31.047;2;;43.892;2;57.362;2;49.793;2;155.3;5:40.560;08:45:40.560;0:43.892;0:57.362;0:49.793;215.1;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;43.892;57.362;49.793;18.290;18.290;25.602;43.892;28.143;1:12.035;29.219;1:41.254;26.630;2:07.884;23.163;2:31.047;
7;1;3;2:34.972;0;;44.904;0;59.053;0;51.015;0;151.3;8:15.532;08:48:15.532;0:44.904;0:59.053;0:51.015;214.3;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;GF;44.904;59.053;51.015;19.239;19.239;25.665;44.904;29.660;1:14.564;29.393;1:43.957;26.721;2:10.678;24.294;2:34.972;
7;1;4;3:26.104;0;B;44.789;0;1:10.749;0;1:30.566;0;113.8;11:41.636;08:51:41.636;0:44.789;1:10.749;1:30.566;213.0;Jaxon Bell;;Am;;Copeland Motorsports;Toyota Gazoo Racing;RF;44.789;70.749;90.566;18.131;18.131;26.658;44.789;35.263;1:20.052;35.486;1:55.538;32.431;2:27.969;58.135;3:26.104;
71;1;1;3:06.555;0;;1:07.615;0;1:02.281;0;56.659;0;125.7;3:06.555;08:43:06.555;1:07.615;1:02.281;0:56.659;184.3;Christian Weir;0:00:19.734;Am;;TechSport;Toyota Gazoo Racing;GF;67.615;62.281;56.659;38.002;38.002;29.613;1:07.615;32.398;1:40.013;29.883;2:09.896;32.544;2:42.440;24.115;3:06.555;
71;1;2;2:32.733;0;;43.997;0;58.555;0;50.181;0;153.6;5:39.288;08:45:39.288;0:43.997;0:58.555;0:50.181;214.3;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;43.997;58.555;50.181;18.280;18.280;25.717;43.997;28.892;1:12.889;29.663;1:42.552;26.802;2:09.354;23.379;2:32.733;
71;1;3;2:31.390;2;;43.540;2;57.720;2;50.130;2;154.9;8:10.678;08:48:10.678;0:43.540;0:57.720;0:50.130;217.3;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;GF;43.540;57.720;50.130;18.116;18.116;25.424;43.540;28.382;1:11.922;29.338;1:41.260;26.733;2:07.993;23.397;2:31.390;
71;1;4;3:18.051;0;B;44.315;0;1:05.792;0;1:27.944;0;118.4;11:28.729;08:51:28.729;0:44.315;1:05.792;1:27.944;213.0;Christian Weir;;Am;;TechSport;Toyota Gazoo Racing;RF;44.315;65.792;87.944;18.425;18.425;25.890;44.315;31.709;1:16.024;34.083;1:50.107;35.441;2:25.548;52.503;3:18.051;
72;1;1;3:04.826;0;;1:08.585;0;1:05.483;0;50.758;0;126.9;3:04.826;08:43:04.826;1:08.585;1:05.483;0:50.758;214.3;Ethan Goulart;0:00:17.894;Am;;TechSport;Toyota Gazoo Racing;GF;68.585;65.483;50.758;35.812;35.812;32.773;1:08.585;34.780;1:43.365;30.703;2:14.068;27.108;2:41.176;23.650;3:04.826;
72;1;2;2:32.103;0;;43.534;0;57.941;0;50.628;0;154.2;5:36.929;08:45:36.929;0:43.534;0:57.941;0:50.628;215.1;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;43.534;57.941;50.628;18.021;18.021;25.513;43.534;28.479;1:12.013;29.462;1:41.475;27.420;2:08.895;23.208;2:32.103;
72;1;3;2:30.701;2;;43.292;3;57.725;2;49.684;2;155.6;8:07.630;08:48:07.630;0:43.292;0:57.725;0:49.684;218.2;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;GF;43.292;57.725;49.684;17.958;17.958;25.334;43.292;28.061;1:11.353;29.664;1:41.017;26.493;2:07.510;23.191;2:30.701;
72;1;4;3:16.129;0;B;43.382;0;1:06.364;0;1:26.383;0;119.6;11:23.759;08:51:23.759;0:43.382;1:06.364;1:26.383;216.0;Ethan Goulart;;Am;;TechSport;Toyota Gazoo Racing;RF;43.382;66.364;86.383;18.010;18.010;25.372;43.382;31.260;1:14.642;35.104;1:49.746;33.529;2:23.275;52.854;3:16.129;
8;1;1;3:18.746;0;;1:20.777;0;1:04.324;0;53.645;0;118.0;3:18.746;08:43:18.746;1:20.777;1:04.324;0:53.645;197.1;Tom Rudnai;0:00:32.271;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;80.777;64.324;53.645;52.168;52.168;28.609;1:20.777;33.076;1:53.853;31.248;2:25.101;28.846;2:53.947;24.799;3:18.746;
8;1;2;2:38.515;2;;45.574;0;1:00.500;0;52.441;2;148.0;5:57.261;08:45:57.261;0:45.574;1:00.500;0:52.441;204.2;Tom Rudnai;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.574;60.500;52.441;19.324;19.324;26.250;45.574;29.852;1:15.426;30.648;1:46.074;28.259;2:14.333;24.182;2:38.515;
8;1;3;4:00.485;0;B;44.935;2;59.937;2;2:15.613;0;97.5;9:57.746;08:49:57.746;0:44.935;0:59.937;2:15.613;207.3;Tom Rudnai;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;RF;44.935;59.937;135.613;18.864;18.864;26.071;44.935;29.889;1:14.824;30.048;1:44.872;28.064;2:12.936;1:47.549;4:00.485;
80;1;1;3:11.965;0;;1:10.784;0;1:06.806;0;54.375;0;122.2;3:11.965;08:43:11.965;1:10.784;1:06.806;0:54.375;204.2;Paityn Feyen;0:00:24.711;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;70.784;66.806;54.375;42.454;42.454;28.330;1:10.784;34.274;1:45.058;32.532;2:17.590;29.842;2:47.432;24.533;3:11.965;
80;1;2;2:43.900;0;;52.122;0;1:00.137;2;51.641;2;143.1;5:55.865;08:45:55.865;0:52.122;1:00.137;0:51.641;213.0;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;52.122;60.137;51.641;24.271;24.271;27.851;52.122;29.879;1:22.001;30.258;1:52.259;27.646;2:19.905;23.995;2:43.900;
80;1;3;2:39.604;2;;44.861;2;1:03.049;0;51.694;0;146.9;8:35.469;08:48:35.469;0:44.861;1:03.049;0:51.694;209.3;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;GF;44.861;63.049;51.694;19.033;19.033;25.828;44.861;33.319;1:18.180;29.730;1:47.910;27.605;2:15.515;24.089;2:39.604;
80;1;4;3:21.779;0;B;46.393;0;1:11.534;0;1:23.852;0;116.2;11:57.248;08:51:57.248;0:46.393;1:11.534;1:23.852;204.2;Paityn Feyen;;Am;;Nitro Motorsports;Toyota Gazoo Racing;RF;46.393;71.534;83.852;18.752;18.752;27.641;46.393;35.239;1:21.632;36.295;1:57.927;34.146;2:32.073;49.706;3:21.779;
86;1;1;3:14.897;0;;1:20.164;0;1:01.877;0;52.856;2;120.3;3:14.897;08:43:14.897;1:20.164;1:01.877;0:52.856;203.0;Andrew Gilleland;0:00:31.350;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;80.164;61.877;52.856;51.824;51.824;28.340;1:20.164;31.329;1:51.493;30.548;2:22.041;28.502;2:50.543;24.354;3:14.897;
86;1;2;2:40.522;2;;44.776;2;59.947;0;55.799;0;146.1;5:55.419;08:45:55.419;0:44.776;0:59.947;0:55.799;206.1;Andrew Gilleland;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;44.776;59.947;55.799;18.912;18.912;25.864;44.776;29.908;1:14.684;30.039;1:44.723;31.292;2:16.015;24.507;2:40.522;
86;1;3;2:41.510;0;;45.095;0;58.836;2;57.579;0;145.2;8:36.929;08:48:36.929;0:45.095;0:58.836;0:57.579;207.3;Andrew Gilleland;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;45.095;58.836;57.579;18.873;18.873;26.222;45.095;28.991;1:14.086;29.845;1:43.931;29.009;2:12.940;28.570;2:41.510;
86;1;4;3:21.963;0;B;50.392;0;1:06.641;0;1:24.930;0;116.1;11:58.892;08:51:58.892;0:50.392;1:06.641;1:24.930;198.2;Andrew Gilleland;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;RF;50.392;66.641;84.930;19.655;19.655;30.737;50.392;33.122;1:23.514;33.519;1:57.033;34.274;2:31.307;50.656;3:21.963;
88;1;1;3:34.986;0;;1:35.083;0;1:06.994;0;52.909;0;109.1;3:34.986;08:43:34.986;1:35.083;1:06.994;0:52.909;185.2;Max Stallone;0:00:45.383;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;95.083;66.994;52.909;1:05.100;1:05.100;29.983;1:35.083;33.196;2:08.279;33.798;2:42.077;29.321;3:11.398;23.588;3:34.986;
88;1;2;2:32.840;2;;44.411;0;57.956;2;50.473;2;153.4;6:07.826;08:46:07.826;0:44.411;0:57.956;0:50.473;211.4;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;44.411;57.956;50.473;18.480;18.480;25.931;44.411;28.555;1:12.966;29.401;1:42.367;26.931;2:09.298;23.542;2:32.840;
88;1;3;2:36.339;0;;44.150;2;58.934;0;53.255;0;150.0;8:44.165;08:48:44.165;0:44.150;0:58.934;0:53.255;208.1;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;GF;44.150;58.934;53.255;18.453;18.453;25.697;44.150;28.202;1:12.352;30.732;1:43.084;28.792;2:11.876;24.463;2:36.339;
88;1;4;3:21.622;0;B;46.051;0;1:07.705;0;1:27.866;0;116.3;12:05.787;08:52:05.787;0:46.051;1:07.705;1:27.866;209.3;Max Stallone;;Am;;PT Autosport with Copeland Motorsports;Toyota Gazoo Racing;RF;46.051;67.705;87.866;18.424;18.424;27.627;46.051;33.519;1:19.570;34.186;1:53.756;33.092;2:26.848;54.774;3:21.622;
89;1;1;2:58.492;0;;1:06.697;0;1:00.462;0;51.333;0;131.4;2:58.492;08:42:58.492;1:06.697;1:00.462;0:51.333;209.3;Livio Galanti;0:00:18.319;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;66.697;60.462;51.333;37.566;37.566;29.131;1:06.697;30.669;1:37.366;29.793;2:07.159;27.422;2:34.581;23.911;2:58.492;
89;1;2;2:33.476;2;;44.303;2;58.475;0;50.698;2;152.8;5:31.968;08:45:31.968;0:44.303;0:58.475;0:50.698;212.2;Livio Galanti;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;44.303;58.475;50.698;18.702;18.702;25.601;44.303;29.010;1:13.313;29.465;1:42.778;27.310;2:10.088;23.388;2:33.476;
89;1;3;2:53.861;0;B;44.760;0;57.938;2;1:11.163;0;134.9;8:25.829;08:48:25.829;0:44.760;0:57.938;1:11.163;206.1;Livio Galanti;;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;44.760;57.938;71.163;18.816;18.816;25.944;44.760;28.569;1:13.329;29.369;1:42.698;28.414;2:11.112;42.749;2:53.861;
89;1;4;3:46.335;0;B;1:14.039;0;1:09.221;0;1:23.075;0;103.6;12:12.164;08:52:12.164;1:14.039;1:09.221;1:23.075;162.2;Livio Galanti;0:00:47.626;Am;Legends;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;RF;74.039;69.221;83.075;44.778;44.778;29.261;1:14.039;34.303;1:48.342;34.918;2:23.260;32.867;2:56.127;50.208;3:46.335;
98;1;1;2:58.453;0;;1:07.164;0;1:00.495;0;50.794;0;131.4;2:58.453;08:42:58.453;1:07.164;1:00.495;0:50.794;210.1;Max Schweid;0:00:19.043;Am;;TechSport;Toyota Gazoo Racing;GF;67.164;60.495;50.794;37.724;37.724;29.440;1:07.164;30.709;1:37.873;29.786;2:07.659;27.109;2:34.768;23.685;2:58.453;
98;1;2;2:32.787;2;;43.923;2;58.386;0;50.478;2;153.5;5:31.240;08:45:31.240;0:43.923;0:58.386;0:50.478;208.1;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;43.923;58.386;50.478;18.451;18.451;25.472;43.923;28.818;1:12.741;29.568;1:42.309;27.291;2:09.600;23.187;2:32.787;
98;1;3;2:36.517;0;;47.926;0;57.608;2;50.983;0;149.8;8:07.757;08:48:07.757;0:47.926;0:57.608;0:50.983;216.0;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;GF;47.926;57.608;50.983;20.666;20.666;27.260;47.926;28.385;1:16.311;29.223;1:45.534;26.568;2:12.102;24.415;2:36.517;
98;1;4;3:17.106;0;B;43.581;0;1:06.474;0;1:27.051;0;119.0;11:24.863;08:51:24.863;0:43.581;1:06.474;1:27.051;213.0;Max Schweid;;Am;;TechSport;Toyota Gazoo Racing;RF;43.581;66.474;87.051;18.270;18.270;25.311;43.581;31.388;1:14.969;35.086;1:50.055;33.661;2:23.716;53.390;3:17.106;
